date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note,entity_name,text,prediction_new_data
2021-07-23,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.7.2021, částka  15000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.7.2021, částka  15000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.7.2021, castka 15000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.7.2021, castka 15000.00 CZK",d
2021-07-22,-22990,Bezhotovostní platba,"","pp#17362 FO 2491/2021, cen:mo, technicky-rozvoj-a-sprava-webu, michal-bohac",308,210100038,,"pp#17362 FO 2491/2021, cen:mo, technicky-rozvoj-a-sprava-webu, michal-bohac",pirati_stan,"pp#17362 FO 2491/2021, cen:mo, technicky-rozvoj-a-sprava-webu, michal-bohac pp#17362 FO 2491/2021, cen:mo, technicky-rozvoj-a-sprava-webu, michal-bohac",d
2021-07-22,-3648,Bezhotovostní platba,"","pp#17360 FO 2489/2021, zlk:p, hledani-pokladu-produkce, obcerstveni",,24892021,42021,"pp#17360 FO 2489/2021, zlk:p, hledani-pokladu-produkce, obcerstveni",pirati_stan,"pp#17360 FO 2489/2021, zlk:p, hledani-pokladu-produkce, obcerstveni pp#17360 FO 2489/2021, zlk:p, hledani-pokladu-produkce, obcerstveni",d
2021-07-22,-19178,Bezhotovostní platba,"","pp#17338 FO 2468/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-tomas-muller, tomas-moravec",,242021,42021,"pp#17338 FO 2468/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-tomas-muller, tomas-moravec",pirati_stan,"pp#17338 FO 2468/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-tomas-muller, tomas-moravec pp#17338 FO 2468/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-tomas-muller, tomas-moravec",d
2021-07-22,-29904,Bezhotovostní platba,"","pp#17337 FO 2467/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-petr-tresnak, tomas-moravec",,232021,42021,"pp#17337 FO 2467/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-petr-tresnak, tomas-moravec",pirati_stan,"pp#17337 FO 2467/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-petr-tresnak, tomas-moravec pp#17337 FO 2467/2021, cen:vs, kameramanske-prace-na-projektu-medailonky-petr-tresnak, tomas-moravec",d
2021-07-22,-7000,Bezhotovostní platba,"","pp#17326 FO 2456/2021, cen:mo, proplaceni-copyrighting-202106, andreamadlova",,20210004,,"pp#17326 FO 2456/2021, cen:mo, proplaceni-copyrighting-202106, andreamadlova",pirati_stan,"pp#17326 FO 2456/2021, cen:mo, proplaceni-copyrighting-202106, andreamadlova pp#17326 FO 2456/2021, cen:mo, proplaceni-copyrighting-202106, andreamadlova",d
2021-07-22,-1200,Bezhotovostní platba,"","pp#17330 FO 2460/2021, plk:p, plakat-na-plot-klatovy, truong-thi-hong-van",,21072021,42021,"pp#17330 FO 2460/2021, plk:p, plakat-na-plot-klatovy, truong-thi-hong-van",pirati_stan,"pp#17330 FO 2460/2021, plk:p, plakat-na-plot-klatovy, truong-thi-hong-van pp#17330 FO 2460/2021, plk:p, plakat-na-plot-klatovy, truong-thi-hong-van",d
2021-07-22,-5250,Platba převodem uvnitř banky,"","pp#17314 FO 2444/2021, cen:vs, graficke-prace, vratislav-filipek",,20210034,42021,"pp#17314 FO 2444/2021, cen:vs, graficke-prace, vratislav-filipek",pirati_stan,"pp#17314 FO 2444/2021, cen:vs, graficke-prace, vratislav-filipek pp#17314 FO 2444/2021, cen:vs, graficke-prace, vratislav-filipek",d
2021-07-22,-119,Bezhotovostní platba,"","pp#17313 FO 2443/2021, cen:vs, dopravne-v-ramci-nanuk-tour, ppl-cz-sro",,2107,42021,"pp#17313 FO 2443/2021, cen:vs, dopravne-v-ramci-nanuk-tour, ppl-cz-sro",pirati_stan,"pp#17313 FO 2443/2021, cen:vs, dopravne-v-ramci-nanuk-tour, ppl-cz-sro pp#17313 FO 2443/2021, cen:vs, dopravne-v-ramci-nanuk-tour, ppl-cz-sro",d
2021-07-22,-3150,Bezhotovostní platba,"","pp#17305 FO 2442/2021, ulk:p, trojnozka-zatec, mesto-zatec",,421000011,42021,"pp#17305 FO 2442/2021, ulk:p, trojnozka-zatec, mesto-zatec",pirati_stan,"pp#17305 FO 2442/2021, ulk:p, trojnozka-zatec, mesto-zatec pp#17305 FO 2442/2021, ulk:p, trojnozka-zatec, mesto-zatec",d
2021-07-22,-3000,Bezhotovostní platba,"","pp#17304 FO 2441/2021, ulk:p, svatovo-dividlo-v-litomericich, svatovo-dividlo",,2441,42021,"pp#17304 FO 2441/2021, ulk:p, svatovo-dividlo-v-litomericich, svatovo-dividlo",pirati_stan,"pp#17304 FO 2441/2021, ulk:p, svatovo-dividlo-v-litomericich, svatovo-dividlo pp#17304 FO 2441/2021, ulk:p, svatovo-dividlo-v-litomericich, svatovo-dividlo",d
2021-07-22,-6050,Bezhotovostní platba,"","pp#17297 FO 2434/2021, cen:vs, zalohova-faktura-sluzby-k-najemnemu-call-centrum-cervenec-2021, balliswyl-ii-as",308,210800120,42021,"pp#17297 FO 2434/2021, cen:vs, zalohova-faktura-sluzby-k-najemnemu-call-centrum-cervenec-2021, balliswyl-ii-as",pirati_stan,"pp#17297 FO 2434/2021, cen:vs, zalohova-faktura-sluzby-k-najemnemu-call-centrum-cervenec-2021, balliswyl-ii-as pp#17297 FO 2434/2021, cen:vs, zalohova-faktura-sluzby-k-najemnemu-call-centrum-cervenec-2021, balliswyl-ii-as",d
2021-07-22,-30000,Bezhotovostní platba,"","pp#17296 FO 2433/2021, cen:vs, kauce-call-centrum, balliswyl-ii-as",308,210800119,42021,"pp#17296 FO 2433/2021, cen:vs, kauce-call-centrum, balliswyl-ii-as",pirati_stan,"pp#17296 FO 2433/2021, cen:vs, kauce-call-centrum, balliswyl-ii-as pp#17296 FO 2433/2021, cen:vs, kauce-call-centrum, balliswyl-ii-as",d
2021-07-22,-7500,Bezhotovostní platba,"","pp#17295 FO 2432/2021, cen:vs, najemne-call-centrum-cervenec-2021, balliswyl-ii-as",308,210100192,42021,"pp#17295 FO 2432/2021, cen:vs, najemne-call-centrum-cervenec-2021, balliswyl-ii-as",pirati_stan,"pp#17295 FO 2432/2021, cen:vs, najemne-call-centrum-cervenec-2021, balliswyl-ii-as pp#17295 FO 2432/2021, cen:vs, najemne-call-centrum-cervenec-2021, balliswyl-ii-as",d
2021-07-22,-1784.83,Bezhotovostní platba,"","pp#17276 FO 2418/2021, pha:p, reklamy-na-socialnich-sitich-cerven-2021-4, facebook-ireland-limited",,42107759,,"pp#17276 FO 2418/2021, pha:p, reklamy-na-socialnich-sitich-cerven-2021-4, facebook-ireland-limited",pirati_stan,"pp#17276 FO 2418/2021, pha:p, reklamy-na-socialnich-sitich-cerven-2021-4, facebook-ireland-limited pp#17276 FO 2418/2021, pha:p, reklamy-na-socialnich-sitich-cerven-2021-4, facebook-ireland-limited",d
2021-07-22,-261,Bezhotovostní platba,"","pp#17270 FO 2412/2021, cen:vs, nanuky-testovani, tesco-stores-cr-as",,1907,42021,"pp#17270 FO 2412/2021, cen:vs, nanuky-testovani, tesco-stores-cr-as",pirati_stan,"pp#17270 FO 2412/2021, cen:vs, nanuky-testovani, tesco-stores-cr-as pp#17270 FO 2412/2021, cen:vs, nanuky-testovani, tesco-stores-cr-as",d
2021-07-22,-95590,Bezhotovostní platba,"","pp#17266 FO 2408/2021, cen:vs, stemmark-pruzkum, stemmark-as",308,20210376,42021,"pp#17266 FO 2408/2021, cen:vs, stemmark-pruzkum, stemmark-as",pirati_stan,"pp#17266 FO 2408/2021, cen:vs, stemmark-pruzkum, stemmark-as pp#17266 FO 2408/2021, cen:vs, stemmark-pruzkum, stemmark-as",d
2021-07-22,-409,Bezhotovostní platba,"","pp#17235 FO 2377/2021, cen:vs, icebagy-nanuk-tour, alzacz-as",,442534536,42021,"pp#17235 FO 2377/2021, cen:vs, icebagy-nanuk-tour, alzacz-as",pirati_stan,"pp#17235 FO 2377/2021, cen:vs, icebagy-nanuk-tour, alzacz-as pp#17235 FO 2377/2021, cen:vs, icebagy-nanuk-tour, alzacz-as",d
2021-07-22,-3000,Karetní transakce,"","Nákup: FACEBK *HZV5S8FVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *HZV5S8FVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *HZV5S8FVJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, castka 3000.00 CZK Nakup: FACEBK *HZV5S8FVJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, castka 3000.00 CZK",f
2021-07-22,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, částka  15000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, částka  15000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, castka 15000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, castka 15000.00 CZK",d
2021-07-21,-38.71,Karetní transakce,"","Nákup: FACEBK *9478G5BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, částka  38.71 CZK",,8267,,"Nákup: FACEBK *9478G5BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, částka  38.71 CZK",pirati_stan,"Nakup: FACEBK *9478G5BVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, castka 38.71 CZK Nakup: FACEBK *9478G5BVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 21.7.2021, castka 38.71 CZK",f
2021-07-21,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, částka  15000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, částka  15000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, castka 15000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 21.7.2021, castka 15000.00 CZK",d
2021-07-21,-100,Karetní transakce,"","Nákup: FACEBK *TDVDZ37K62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  100.00 CZK",,6835,,"Nákup: FACEBK *TDVDZ37K62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  100.00 CZK",pirati_stan,"Nakup: FACEBK *TDVDZ37K62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 100.00 CZK Nakup: FACEBK *TDVDZ37K62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 100.00 CZK",f
2021-07-21,-18914.2,Karetní transakce,"","Nákup: FACEBK *825XE6TVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  18914.20 CZK",,8267,,"Nákup: FACEBK *825XE6TVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  18914.20 CZK",pirati_stan,"Nakup: FACEBK *825XE6TVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 18914.20 CZK Nakup: FACEBK *825XE6TVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 18914.20 CZK",f
2021-07-21,-20000,Karetní transakce,"","Nákup: FACEBK *FZYBC6FNY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  20000.00 CZK",,8267,,"Nákup: FACEBK *FZYBC6FNY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  20000.00 CZK",pirati_stan,"Nakup: FACEBK *FZYBC6FNY2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 20000.00 CZK Nakup: FACEBK *FZYBC6FNY2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 20000.00 CZK",f
2021-07-21,-102.47,Karetní transakce,"","Nákup: FACEBK *BCA866PVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  102.47 CZK",,8267,,"Nákup: FACEBK *BCA866PVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  102.47 CZK",pirati_stan,"Nakup: FACEBK *BCA866PVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 102.47 CZK Nakup: FACEBK *BCA866PVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, castka 102.47 CZK",f
2021-07-20,-22500,Okamžitá odchozí platba,"","pp#17249 FO 2391/2021, ulk:p, proplaceni-volebni-koordinator-usk-202106, adamsenk",,20210001,42021,"pp#17249 FO 2391/2021, ulk:p, proplaceni-volebni-koordinator-usk-202106, adamsenk",pirati_stan,"pp#17249 FO 2391/2021, ulk:p, proplaceni-volebni-koordinator-usk-202106, adamsenk pp#17249 FO 2391/2021, ulk:p, proplaceni-volebni-koordinator-usk-202106, adamsenk",d
2021-07-20,-999.46,Bezhotovostní platba,"","pp#17278 FO 2420/2021, kvk:p, fb-reklama-petr-tresnak-kandidat-do-vladniho-tymu, karel-specian",,2422,42021,"pp#17278 FO 2420/2021, kvk:p, fb-reklama-petr-tresnak-kandidat-do-vladniho-tymu, karel-specian",pirati_stan,"pp#17278 FO 2420/2021, kvk:p, fb-reklama-petr-tresnak-kandidat-do-vladniho-tymu, karel-specian pp#17278 FO 2420/2021, kvk:p, fb-reklama-petr-tresnak-kandidat-do-vladniho-tymu, karel-specian",d
2021-07-20,-4779.5,Bezhotovostní platba,"","pp#17253 FO 2395/2021, ulk:p, online-na-facebooku-2021-0701, facebook-ireland-limited",,2395,,"pp#17253 FO 2395/2021, ulk:p, online-na-facebooku-2021-0701, facebook-ireland-limited",pirati_stan,"pp#17253 FO 2395/2021, ulk:p, online-na-facebooku-2021-0701, facebook-ireland-limited pp#17253 FO 2395/2021, ulk:p, online-na-facebooku-2021-0701, facebook-ireland-limited",a
2021-07-20,-33750,Bezhotovostní platba,"","pp#17210 FO 2352/2021, cen:vs, sluzby-spojene-s-poskytnutim-idea-making-sluzeb-v-predvolebni-kampani-cerven-2021, beefbrothers-sro",,8921,42021,"pp#17210 FO 2352/2021, cen:vs, sluzby-spojene-s-poskytnutim-idea-making-sluzeb-v-predvolebni-kampani-cerven-2021, beefbrothers-sro",pirati_stan,"pp#17210 FO 2352/2021, cen:vs, sluzby-spojene-s-poskytnutim-idea-making-sluzeb-v-predvolebni-kampani-cerven-2021, beefbrothers-sro pp#17210 FO 2352/2021, cen:vs, sluzby-spojene-s-poskytnutim-idea-making-sluzeb-v-predvolebni-kampani-cerven-2021, beefbrothers-sro",d
2021-07-20,-277777.78,Bezhotovostní platba,"","pp#17209 FO 2351/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-stran-pirati-a-starostove-a-nezavisli, beefbrothers-sro",,8821,42021,"pp#17209 FO 2351/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-stran-pirati-a-starostove-a-nezavisli, beefbrothers-sro",pirati_stan,"pp#17209 FO 2351/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-stran-pirati-a-starostove-a-nezavisli, beefbrothers-sro pp#17209 FO 2351/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-stran-pirati-a-starostove-a-nezavisli, beefbrothers-sro",d
2021-07-20,-1961,Bezhotovostní platba,"","pp#17191 FO 2334/2021, ulk:p, kvetiny-na-pietu-do-terezina, petr-rysler",,2334,42021,"pp#17191 FO 2334/2021, ulk:p, kvetiny-na-pietu-do-terezina, petr-rysler",pirati_stan,"pp#17191 FO 2334/2021, ulk:p, kvetiny-na-pietu-do-terezina, petr-rysler pp#17191 FO 2334/2021, ulk:p, kvetiny-na-pietu-do-terezina, petr-rysler",d
2021-07-20,-116404,Bezhotovostní platba,"","pp#17285 FO 2423/2021, cen:vs, tricka-potisk-cast-2, sarka-jelinkova",,121008,42021,"pp#17285 FO 2423/2021, cen:vs, tricka-potisk-cast-2, sarka-jelinkova",pirati_stan,"pp#17285 FO 2423/2021, cen:vs, tricka-potisk-cast-2, sarka-jelinkova pp#17285 FO 2423/2021, cen:vs, tricka-potisk-cast-2, sarka-jelinkova",d
2021-07-20,-991800.65,Bezhotovostní platba,"","pp#17273 FO 2415/2021, cen:vs, tisk-koalicnich-novin-pro-snemovni-volby-2021-podzimni-vlna-1-cast, luova-publishing-sro",,1821,42021,"pp#17273 FO 2415/2021, cen:vs, tisk-koalicnich-novin-pro-snemovni-volby-2021-podzimni-vlna-1-cast, luova-publishing-sro",pirati_stan,"pp#17273 FO 2415/2021, cen:vs, tisk-koalicnich-novin-pro-snemovni-volby-2021-podzimni-vlna-1-cast, luova-publishing-sro pp#17273 FO 2415/2021, cen:vs, tisk-koalicnich-novin-pro-snemovni-volby-2021-podzimni-vlna-1-cast, luova-publishing-sro",d
2021-07-20,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 20.7.2021, částka  15000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 20.7.2021, částka  15000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 20.7.2021, castka 15000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 20.7.2021, castka 15000.00 CZK",d
2021-07-20,-10000,Karetní transakce,"","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.7.2021, částka  10000.00 CZK",,8267,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.7.2021, částka  10000.00 CZK",pirati_stan,"Nakup: SEZNAM.CZ, ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.7.2021, castka 10000.00 CZK Nakup: SEZNAM.CZ, ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.7.2021, castka 10000.00 CZK",s
2021-07-19,-40000,Bezhotovostní platba,"","pp#17252 FO 2394/2021, cen:vv, proplaceni-volebni-koordinator-202106, pavelstepanek",,6,,"pp#17252 FO 2394/2021, cen:vv, proplaceni-volebni-koordinator-202106, pavelstepanek",pirati_stan,"pp#17252 FO 2394/2021, cen:vv, proplaceni-volebni-koordinator-202106, pavelstepanek pp#17252 FO 2394/2021, cen:vv, proplaceni-volebni-koordinator-202106, pavelstepanek",d
2021-07-19,-1452,Platba převodem uvnitř banky,"","pp#17222 FO 2364/2021, pha:p, vlajka-na-stany-suche-zipy, vlajkyeu-sro",,80672021,42021,"pp#17222 FO 2364/2021, pha:p, vlajka-na-stany-suche-zipy, vlajkyeu-sro",pirati_stan,"pp#17222 FO 2364/2021, pha:p, vlajka-na-stany-suche-zipy, vlajkyeu-sro pp#17222 FO 2364/2021, pha:p, vlajka-na-stany-suche-zipy, vlajkyeu-sro",d
2021-07-19,-1488.3,Bezhotovostní platba,"","pp#17221 FO 2363/2021, pha:p, kappa-deska-s-orezem, graf-print-sro",,73721,42021,"pp#17221 FO 2363/2021, pha:p, kappa-deska-s-orezem, graf-print-sro",pirati_stan,"pp#17221 FO 2363/2021, pha:p, kappa-deska-s-orezem, graf-print-sro pp#17221 FO 2363/2021, pha:p, kappa-deska-s-orezem, graf-print-sro",d
2021-07-19,-5000,Platba převodem uvnitř banky,"","pp#17262 FO 2404/2021, zlk:p, dofocenipsp21, foto-kino-zlin-sro",,12110087,42021,"pp#17262 FO 2404/2021, zlk:p, dofocenipsp21, foto-kino-zlin-sro",pirati_stan,"pp#17262 FO 2404/2021, zlk:p, dofocenipsp21, foto-kino-zlin-sro pp#17262 FO 2404/2021, zlk:p, dofocenipsp21, foto-kino-zlin-sro",d
2021-07-19,-7531,Platba převodem uvnitř banky,"","pp#17259 FO 2401/2021, lbk:p, merch-liberecky-kraj, need-art-sro",308,2121,42021,"pp#17259 FO 2401/2021, lbk:p, merch-liberecky-kraj, need-art-sro",pirati_stan,"pp#17259 FO 2401/2021, lbk:p, merch-liberecky-kraj, need-art-sro pp#17259 FO 2401/2021, lbk:p, merch-liberecky-kraj, need-art-sro",d
2021-07-19,-22000,Bezhotovostní platba,"","pp#17258 FO 2400/2021, cen:vs, specialista-online-marketingu-pro-kampan-cerven-2021, michal-marek",,20210015,42021,"pp#17258 FO 2400/2021, cen:vs, specialista-online-marketingu-pro-kampan-cerven-2021, michal-marek",pirati_stan,"pp#17258 FO 2400/2021, cen:vs, specialista-online-marketingu-pro-kampan-cerven-2021, michal-marek pp#17258 FO 2400/2021, cen:vs, specialista-online-marketingu-pro-kampan-cerven-2021, michal-marek",d
2021-07-19,-11000,Platba převodem uvnitř banky,"","pp#17256 FO 2398/2021, cen:vs, graficke-prace-pro-projekt-co-jsme-vlastne-zac, martin-stehlik",,21010,42021,"pp#17256 FO 2398/2021, cen:vs, graficke-prace-pro-projekt-co-jsme-vlastne-zac, martin-stehlik",pirati_stan,"pp#17256 FO 2398/2021, cen:vs, graficke-prace-pro-projekt-co-jsme-vlastne-zac, martin-stehlik pp#17256 FO 2398/2021, cen:vs, graficke-prace-pro-projekt-co-jsme-vlastne-zac, martin-stehlik",d
2021-07-19,-42017,Bezhotovostní platba,"","pp#17250 FO 2392/2021, cen:vs, rebranding-stanku-2, newtech-production-as",,202100192,42021,"pp#17250 FO 2392/2021, cen:vs, rebranding-stanku-2, newtech-production-as",pirati_stan,"pp#17250 FO 2392/2021, cen:vs, rebranding-stanku-2, newtech-production-as pp#17250 FO 2392/2021, cen:vs, rebranding-stanku-2, newtech-production-as",d
2021-07-19,-58961,Bezhotovostní platba,"","pp#17233 FO 2375/2021, vys:p, zalohova-faktura-plakatova-kampan-rengl-vysocina, rengl-sro",,1022545,42021,"pp#17233 FO 2375/2021, vys:p, zalohova-faktura-plakatova-kampan-rengl-vysocina, rengl-sro",pirati_stan,"pp#17233 FO 2375/2021, vys:p, zalohova-faktura-plakatova-kampan-rengl-vysocina, rengl-sro pp#17233 FO 2375/2021, vys:p, zalohova-faktura-plakatova-kampan-rengl-vysocina, rengl-sro",o
2021-07-19,-55000,Bezhotovostní platba,"","pp#17200 FO 2342/2021, stc:p, odmena-pr-managera-62021, ondrej-petr",,202032,,"pp#17200 FO 2342/2021, stc:p, odmena-pr-managera-62021, ondrej-petr",pirati_stan,"pp#17200 FO 2342/2021, stc:p, odmena-pr-managera-62021, ondrej-petr pp#17200 FO 2342/2021, stc:p, odmena-pr-managera-62021, ondrej-petr",d
2021-07-19,-55000,Bezhotovostní platba,"","pp#17199 FO 2341/2021, stc:p, odmena-pr-managera-52021, ondrej-petr",,202031,,"pp#17199 FO 2341/2021, stc:p, odmena-pr-managera-52021, ondrej-petr",pirati_stan,"pp#17199 FO 2341/2021, stc:p, odmena-pr-managera-52021, ondrej-petr pp#17199 FO 2341/2021, stc:p, odmena-pr-managera-52021, ondrej-petr",d
2021-07-19,-55000,Bezhotovostní platba,"","pp#17198 FO 2340/2021, stc:p, odmena-pr-managera-42021, ondrej-petr",,202030,,"pp#17198 FO 2340/2021, stc:p, odmena-pr-managera-42021, ondrej-petr",pirati_stan,"pp#17198 FO 2340/2021, stc:p, odmena-pr-managera-42021, ondrej-petr pp#17198 FO 2340/2021, stc:p, odmena-pr-managera-42021, ondrej-petr",d
2021-07-19,-1058,Bezhotovostní platba,"","pp#17192 FO 2335/2021, ulk:p, ooo-obcerstveni-v-litomericich-dne-11-7, petr-rysler",,2335,42021,"pp#17192 FO 2335/2021, ulk:p, ooo-obcerstveni-v-litomericich-dne-11-7, petr-rysler",pirati_stan,"pp#17192 FO 2335/2021, ulk:p, ooo-obcerstveni-v-litomericich-dne-11-7, petr-rysler pp#17192 FO 2335/2021, ulk:p, ooo-obcerstveni-v-litomericich-dne-11-7, petr-rysler",d
2021-07-19,-189668,Bezhotovostní platba,"","pp#17237 FO 2379/2021, cen:vs, tisk-a-distribuce-letacku-a5, jiri-weiner",,202110117,42021,"pp#17237 FO 2379/2021, cen:vs, tisk-a-distribuce-letacku-a5, jiri-weiner",pirati_stan,"pp#17237 FO 2379/2021, cen:vs, tisk-a-distribuce-letacku-a5, jiri-weiner pp#17237 FO 2379/2021, cen:vs, tisk-a-distribuce-letacku-a5, jiri-weiner",d
2021-07-19,-3606,Platba převodem uvnitř banky,"","pp#17205 FO 2347/2021, plk:p, papirove-propisky, need-art-sro",,2221,42021,"pp#17205 FO 2347/2021, plk:p, papirove-propisky, need-art-sro",pirati_stan,"pp#17205 FO 2347/2021, plk:p, papirove-propisky, need-art-sro pp#17205 FO 2347/2021, plk:p, papirove-propisky, need-art-sro",d
2021-07-19,-3606,Platba převodem uvnitř banky,"","pp#17226 FO 2368/2021, vys:p, vyroba-propisek, need-art-sro",8,2521,42021,"pp#17226 FO 2368/2021, vys:p, vyroba-propisek, need-art-sro",pirati_stan,"pp#17226 FO 2368/2021, vys:p, vyroba-propisek, need-art-sro pp#17226 FO 2368/2021, vys:p, vyroba-propisek, need-art-sro",d
2021-07-19,-21175,Platba převodem uvnitř banky,"","pp#17225 FO 2367/2021, stc:p, merch, need-art-sro",,1921,42021,"pp#17225 FO 2367/2021, stc:p, merch, need-art-sro",pirati_stan,"pp#17225 FO 2367/2021, stc:p, merch, need-art-sro pp#17225 FO 2367/2021, stc:p, merch, need-art-sro",d
